year,panel,gram_canonical,total_words,total
1920,1: Scale,cell,1238345,2105
1921,1: Scale,cell,1161623,1361
1922,1: Scale,cell,1227253,1936
1923,1: Scale,cell,1410471,1891
1924,1: Scale,cell,1420599,1472
1925,1: Scale,cell,1665928,2059
1926,1: Scale,cell,1904958,3547
1927,1: Scale,cell,1785362,2779
1928,1: Scale,cell,1938784,2219
1929,1: Scale,cell,1953262,2703
1930,1: Scale,cell,2111981,3057
1931,1: Scale,cell,2434124,2346
1932,1: Scale,cell,2400513,3038
1933,1: Scale,cell,2136969,2273
1934,1: Scale,cell,2445175,2155
1935,1: Scale,cell,2536260,3631
1936,1: Scale,cell,2751507,3538
1937,1: Scale,cell,2976473,3326
1938,1: Scale,cell,2886297,3204
1939,1: Scale,cell,2840157,4147
1940,1: Scale,cell,3000307,3622
1941,1: Scale,cell,2759525,3460
1942,1: Scale,cell,2730695,3654
1943,1: Scale,cell,2367394,2741
1944,1: Scale,cell,2209069,2528
1945,1: Scale,cell,2185186,2031
1946,1: Scale,cell,2461581,2597
1947,1: Scale,cell,2615111,2215
1948,1: Scale,cell,2631628,2954
1949,1: Scale,cell,2804409,3268
1950,1: Scale,cell,3153253,3190
1951,1: Scale,cell,3011208,3263
1952,1: Scale,cell,3139138,3611
1953,1: Scale,cell,3184772,3491
1954,1: Scale,cell,3649078,3886
1955,1: Scale,cell,3555386,3807
1956,1: Scale,cell,3699565,4623
1957,1: Scale,cell,3689751,3594
1958,1: Scale,cell,3814339,3816
1959,1: Scale,cell,3621589,3740
1960,1: Scale,cell,3934513,5215
1961,1: Scale,cell,4042372,4533
1962,1: Scale,cell,4017454,5605
1963,1: Scale,cell,4556693,5179
1964,1: Scale,cell,5158453,5520
1965,1: Scale,cell,5234257,5883
1966,1: Scale,cell,5493607,6534
1967,1: Scale,cell,6000525,5634
1968,1: Scale,cell,6521402,6624
1969,1: Scale,cell,7381164,8588
1970,1: Scale,cell,7236804,8507
1971,1: Scale,cell,7864657,9392
1972,1: Scale,cell,7915372,8125
1973,1: Scale,cell,8425604,9370
1974,1: Scale,cell,8556640,9501
1975,1: Scale,cell,9162777,9336
1976,1: Scale,cell,9429413,10235
1977,1: Scale,cell,10649032,9579
1978,1: Scale,cell,10558723,9872
1979,1: Scale,cell,10786566,10034
1980,1: Scale,cell,11619305,11238
1981,1: Scale,cell,12165346,11419
1982,1: Scale,cell,12314218,11938
1983,1: Scale,cell,12706096,10586
1984,1: Scale,cell,13379542,12214
1985,1: Scale,cell,14023196,13287
1986,1: Scale,cell,13255908,11266
1987,1: Scale,cell,14598709,12574
1988,1: Scale,cell,15573940,9935
1989,1: Scale,cell,15966033,11742
1990,1: Scale,cell,16534942,11963
1991,1: Scale,cell,17585954,10269
1992,1: Scale,cell,18582976,12346
1993,1: Scale,cell,19158560,12573
1994,1: Scale,cell,20273048,13404
1995,1: Scale,cell,21582533,12819
1996,1: Scale,cell,23433482,13337
1997,1: Scale,cell,24142578,12478
1998,1: Scale,cell,26454637,12870
1999,1: Scale,cell,26387547,13334
2000,1: Scale,cell,28146960,16268
2001,1: Scale,cell,30114953,16478
2002,1: Scale,cell,29304753,13391
2003,1: Scale,cell,30981377,15933
2004,1: Scale,cell,31953113,15799
2005,1: Scale,cell,34738168,18943
2006,1: Scale,cell,36837237,17666
2007,1: Scale,cell,36641945,17914
2008,1: Scale,cell,39330183,21697
2009,1: Scale,cell,40377665,19593
2010,1: Scale,cell,38030234,20331
2011,1: Scale,cell,39815988,26186
1920,1: Scale,community,1238345,103
1921,1: Scale,community,1161623,68
1922,1: Scale,community,1227253,78
1923,1: Scale,community,1410471,124
1924,1: Scale,community,1420599,47
1925,1: Scale,community,1665928,31
1926,1: Scale,community,1904958,145
1927,1: Scale,community,1785362,122
1928,1: Scale,community,1938784,214
1929,1: Scale,community,1953262,205
1930,1: Scale,community,2111981,300
1931,1: Scale,community,2434124,366
1932,1: Scale,community,2400513,414
1933,1: Scale,community,2136969,407
1934,1: Scale,community,2445175,357
1935,1: Scale,community,2536260,890
1936,1: Scale,community,2751507,410
1937,1: Scale,community,2976473,569
1938,1: Scale,community,2886297,749
1939,1: Scale,community,2840157,544
1940,1: Scale,community,3000307,711
1941,1: Scale,community,2759525,588
1942,1: Scale,community,2730695,414
1943,1: Scale,community,2367394,214
1944,1: Scale,community,2209069,280
1945,1: Scale,community,2185186,415
1946,1: Scale,community,2461581,445
1947,1: Scale,community,2615111,686
1948,1: Scale,community,2631628,370
1949,1: Scale,community,2804409,379
1950,1: Scale,community,3153253,798
1951,1: Scale,community,3011208,959
1952,1: Scale,community,3139138,663
1953,1: Scale,community,3184772,848
1954,1: Scale,community,3649078,928
1955,1: Scale,community,3555386,788
1956,1: Scale,community,3699565,777
1957,1: Scale,community,3689751,1134
1958,1: Scale,community,3814339,1028
1959,1: Scale,community,3621589,896
1960,1: Scale,community,3934513,782
1961,1: Scale,community,4042372,1048
1962,1: Scale,community,4017454,1252
1963,1: Scale,community,4556693,887
1964,1: Scale,community,5158453,844
1965,1: Scale,community,5234257,1472
1966,1: Scale,community,5493607,1112
1967,1: Scale,community,6000525,1328
1968,1: Scale,community,6521402,2031
1969,1: Scale,community,7381164,1669
1970,1: Scale,community,7236804,1620
1971,1: Scale,community,7864657,2119
1972,1: Scale,community,7915372,1831
1973,1: Scale,community,8425604,2064
1974,1: Scale,community,8556640,2343
1975,1: Scale,community,9162777,2665
1976,1: Scale,community,9429413,2882
1977,1: Scale,community,10649032,3656
1978,1: Scale,community,10558723,3007
1979,1: Scale,community,10786566,3772
1980,1: Scale,community,11619305,4300
1981,1: Scale,community,12165346,4650
1982,1: Scale,community,12314218,4430
1983,1: Scale,community,12706096,4980
1984,1: Scale,community,13379542,5112
1985,1: Scale,community,14023196,5120
1986,1: Scale,community,13255908,5640
1987,1: Scale,community,14598709,5789
1988,1: Scale,community,15573940,6629
1989,1: Scale,community,15966033,5906
1990,1: Scale,community,16534942,7360
1991,1: Scale,community,17585954,7364
1992,1: Scale,community,18582976,7963
1993,1: Scale,community,19158560,8450
1994,1: Scale,community,20273048,8866
1995,1: Scale,community,21582533,10150
1996,1: Scale,community,23433482,10778
1997,1: Scale,community,24142578,10587
1998,1: Scale,community,26454637,12633
1999,1: Scale,community,26387547,12809
2000,1: Scale,community,28146960,14973
2001,1: Scale,community,30114953,14538
2002,1: Scale,community,29304753,15377
2003,1: Scale,community,30981377,16867
2004,1: Scale,community,31953113,18484
2005,1: Scale,community,34738168,19001
2006,1: Scale,community,36837237,22128
2007,1: Scale,community,36641945,22610
2008,1: Scale,community,39330183,24991
2009,1: Scale,community,40377665,24542
2010,1: Scale,community,38030234,25343
2011,1: Scale,community,39815988,26482
1935,1: Scale,ecosystem,2536260,17
1936,1: Scale,ecosystem,2751507,1
1937,1: Scale,ecosystem,2976473,1
1938,1: Scale,ecosystem,2886297,8
1939,1: Scale,ecosystem,2840157,26
1942,1: Scale,ecosystem,2730695,17
1944,1: Scale,ecosystem,2209069,1
1945,1: Scale,ecosystem,2185186,1
1946,1: Scale,ecosystem,2461581,11
1947,1: Scale,ecosystem,2615111,14
1948,1: Scale,ecosystem,2631628,13
1949,1: Scale,ecosystem,2804409,29
1950,1: Scale,ecosystem,3153253,1
1951,1: Scale,ecosystem,3011208,22
1952,1: Scale,ecosystem,3139138,60
1953,1: Scale,ecosystem,3184772,18
1954,1: Scale,ecosystem,3649078,25
1955,1: Scale,ecosystem,3555386,11
1956,1: Scale,ecosystem,3699565,23
1957,1: Scale,ecosystem,3689751,48
1958,1: Scale,ecosystem,3814339,145
1959,1: Scale,ecosystem,3621589,96
1960,1: Scale,ecosystem,3934513,57
1961,1: Scale,ecosystem,4042372,100
1962,1: Scale,ecosystem,4017454,96
1963,1: Scale,ecosystem,4556693,146
1964,1: Scale,ecosystem,5158453,205
1965,1: Scale,ecosystem,5234257,151
1966,1: Scale,ecosystem,5493607,184
1967,1: Scale,ecosystem,6000525,365
1968,1: Scale,ecosystem,6521402,305
1969,1: Scale,ecosystem,7381164,393
1970,1: Scale,ecosystem,7236804,527
1971,1: Scale,ecosystem,7864657,589
1972,1: Scale,ecosystem,7915372,797
1973,1: Scale,ecosystem,8425604,725
1974,1: Scale,ecosystem,8556640,841
1975,1: Scale,ecosystem,9162777,1073
1976,1: Scale,ecosystem,9429413,1578
1977,1: Scale,ecosystem,10649032,1194
1978,1: Scale,ecosystem,10558723,1252
1979,1: Scale,ecosystem,10786566,1133
1980,1: Scale,ecosystem,11619305,1470
1981,1: Scale,ecosystem,12165346,1305
1982,1: Scale,ecosystem,12314218,1604
1983,1: Scale,ecosystem,12706096,1340
1984,1: Scale,ecosystem,13379542,1452
1985,1: Scale,ecosystem,14023196,1479
1986,1: Scale,ecosystem,13255908,1270
1987,1: Scale,ecosystem,14598709,1464
1988,1: Scale,ecosystem,15573940,2162
1989,1: Scale,ecosystem,15966033,2002
1990,1: Scale,ecosystem,16534942,2335
1991,1: Scale,ecosystem,17585954,3003
1992,1: Scale,ecosystem,18582976,3183
1993,1: Scale,ecosystem,19158560,2816
1994,1: Scale,ecosystem,20273048,3171
1995,1: Scale,ecosystem,21582533,4745
1996,1: Scale,ecosystem,23433482,5941
1997,1: Scale,ecosystem,24142578,6215
1998,1: Scale,ecosystem,26454637,7682
1999,1: Scale,ecosystem,26387547,7698
2000,1: Scale,ecosystem,28146960,7615
2001,1: Scale,ecosystem,30114953,8976
2002,1: Scale,ecosystem,29304753,8864
2003,1: Scale,ecosystem,30981377,9306
2004,1: Scale,ecosystem,31953113,10592
2005,1: Scale,ecosystem,34738168,11851
2006,1: Scale,ecosystem,36837237,13492
2007,1: Scale,ecosystem,36641945,14550
2008,1: Scale,ecosystem,39330183,17023
2009,1: Scale,ecosystem,40377665,16306
2010,1: Scale,ecosystem,38030234,17717
2011,1: Scale,ecosystem,39815988,19815
1920,1: Scale,gene,1238345,96
1921,1: Scale,gene,1161623,44
1922,1: Scale,gene,1227253,201
1923,1: Scale,gene,1410471,68
1924,1: Scale,gene,1420599,59
1925,1: Scale,gene,1665928,52
1926,1: Scale,gene,1904958,84
1927,1: Scale,gene,1785362,82
1928,1: Scale,gene,1938784,168
1929,1: Scale,gene,1953262,238
1930,1: Scale,gene,2111981,147
1931,1: Scale,gene,2434124,214
1932,1: Scale,gene,2400513,372
1933,1: Scale,gene,2136969,209
1934,1: Scale,gene,2445175,349
1935,1: Scale,gene,2536260,574
1936,1: Scale,gene,2751507,453
1937,1: Scale,gene,2976473,344
1938,1: Scale,gene,2886297,498
1939,1: Scale,gene,2840157,422
1940,1: Scale,gene,3000307,302
1941,1: Scale,gene,2759525,410
1942,1: Scale,gene,2730695,404
1943,1: Scale,gene,2367394,236
1944,1: Scale,gene,2209069,269
1945,1: Scale,gene,2185186,484
1946,1: Scale,gene,2461581,378
1947,1: Scale,gene,2615111,467
1948,1: Scale,gene,2631628,356
1949,1: Scale,gene,2804409,284
1950,1: Scale,gene,3153253,408
1951,1: Scale,gene,3011208,627
1952,1: Scale,gene,3139138,399
1953,1: Scale,gene,3184772,537
1954,1: Scale,gene,3649078,439
1955,1: Scale,gene,3555386,603
1956,1: Scale,gene,3699565,623
1957,1: Scale,gene,3689751,285
1958,1: Scale,gene,3814339,599
1959,1: Scale,gene,3621589,445
1960,1: Scale,gene,3934513,701
1961,1: Scale,gene,4042372,584
1962,1: Scale,gene,4017454,641
1963,1: Scale,gene,4556693,740
1964,1: Scale,gene,5158453,712
1965,1: Scale,gene,5234257,893
1966,1: Scale,gene,5493607,1161
1967,1: Scale,gene,6000525,542
1968,1: Scale,gene,6521402,779
1969,1: Scale,gene,7381164,815
1970,1: Scale,gene,7236804,1092
1971,1: Scale,gene,7864657,925
1972,1: Scale,gene,7915372,1112
1973,1: Scale,gene,8425604,1034
1974,1: Scale,gene,8556640,838
1975,1: Scale,gene,9162777,1077
1976,1: Scale,gene,9429413,1392
1977,1: Scale,gene,10649032,1481
1978,1: Scale,gene,10558723,1608
1979,1: Scale,gene,10786566,1249
1980,1: Scale,gene,11619305,1896
1981,1: Scale,gene,12165346,1902
1982,1: Scale,gene,12314218,1492
1983,1: Scale,gene,12706096,1674
1984,1: Scale,gene,13379542,2623
1985,1: Scale,gene,14023196,2237
1986,1: Scale,gene,13255908,3023
1987,1: Scale,gene,14598709,2965
1988,1: Scale,gene,15573940,3127
1989,1: Scale,gene,15966033,2977
1990,1: Scale,gene,16534942,3831
1991,1: Scale,gene,17585954,3213
1992,1: Scale,gene,18582976,3727
1993,1: Scale,gene,19158560,5825
1994,1: Scale,gene,20273048,5080
1995,1: Scale,gene,21582533,5919
1996,1: Scale,gene,23433482,6055
1997,1: Scale,gene,24142578,6531
1998,1: Scale,gene,26454637,7336
1999,1: Scale,gene,26387547,7730
2000,1: Scale,gene,28146960,8791
2001,1: Scale,gene,30114953,9443
2002,1: Scale,gene,29304753,8718
2003,1: Scale,gene,30981377,11447
2004,1: Scale,gene,31953113,10467
2005,1: Scale,gene,34738168,12785
2006,1: Scale,gene,36837237,13812
2007,1: Scale,gene,36641945,15245
2008,1: Scale,gene,39330183,18581
2009,1: Scale,gene,40377665,19285
2010,1: Scale,gene,38030234,20051
2011,1: Scale,gene,39815988,20000
1972,1: Scale,metapopulation,7915372,1
1973,1: Scale,metapopulation,8425604,19
1975,1: Scale,metapopulation,9162777,1
1976,1: Scale,metapopulation,9429413,1
1978,1: Scale,metapopulation,10558723,31
1979,1: Scale,metapopulation,10786566,30
1980,1: Scale,metapopulation,11619305,7
1981,1: Scale,metapopulation,12165346,9
1982,1: Scale,metapopulation,12314218,13
1983,1: Scale,metapopulation,12706096,16
1984,1: Scale,metapopulation,13379542,5
1985,1: Scale,metapopulation,14023196,24
1986,1: Scale,metapopulation,13255908,33
1987,1: Scale,metapopulation,14598709,42
1988,1: Scale,metapopulation,15573940,97
1989,1: Scale,metapopulation,15966033,74
1990,1: Scale,metapopulation,16534942,157
1991,1: Scale,metapopulation,17585954,189
1992,1: Scale,metapopulation,18582976,336
1993,1: Scale,metapopulation,19158560,497
1994,1: Scale,metapopulation,20273048,882
1995,1: Scale,metapopulation,21582533,676
1996,1: Scale,metapopulation,23433482,1449
1997,1: Scale,metapopulation,24142578,1189
1998,1: Scale,metapopulation,26454637,1415
1999,1: Scale,metapopulation,26387547,1355
2000,1: Scale,metapopulation,28146960,2260
2001,1: Scale,metapopulation,30114953,2193
2002,1: Scale,metapopulation,29304753,2612
2003,1: Scale,metapopulation,30981377,2289
2004,1: Scale,metapopulation,31953113,1537
2005,1: Scale,metapopulation,34738168,2891
2006,1: Scale,metapopulation,36837237,1769
2007,1: Scale,metapopulation,36641945,1760
2008,1: Scale,metapopulation,39330183,1597
2009,1: Scale,metapopulation,40377665,1955
2010,1: Scale,metapopulation,38030234,1509
2011,1: Scale,metapopulation,39815988,1802
1920,1: Scale,organism,1238345,266
1921,1: Scale,organism,1161623,333
1922,1: Scale,organism,1227253,299
1923,1: Scale,organism,1410471,343
1924,1: Scale,organism,1420599,325
1925,1: Scale,organism,1665928,283
1926,1: Scale,organism,1904958,405
1927,1: Scale,organism,1785362,310
1928,1: Scale,organism,1938784,436
1929,1: Scale,organism,1953262,299
1930,1: Scale,organism,2111981,473
1931,1: Scale,organism,2434124,448
1932,1: Scale,organism,2400513,436
1933,1: Scale,organism,2136969,324
1934,1: Scale,organism,2445175,388
1935,1: Scale,organism,2536260,611
1936,1: Scale,organism,2751507,526
1937,1: Scale,organism,2976473,502
1938,1: Scale,organism,2886297,434
1939,1: Scale,organism,2840157,394
1940,1: Scale,organism,3000307,576
1941,1: Scale,organism,2759525,381
1942,1: Scale,organism,2730695,369
1943,1: Scale,organism,2367394,303
1944,1: Scale,organism,2209069,261
1945,1: Scale,organism,2185186,205
1946,1: Scale,organism,2461581,271
1947,1: Scale,organism,2615111,357
1948,1: Scale,organism,2631628,333
1949,1: Scale,organism,2804409,332
1950,1: Scale,organism,3153253,500
1951,1: Scale,organism,3011208,394
1952,1: Scale,organism,3139138,384
1953,1: Scale,organism,3184772,500
1954,1: Scale,organism,3649078,383
1955,1: Scale,organism,3555386,386
1956,1: Scale,organism,3699565,449
1957,1: Scale,organism,3689751,594
1958,1: Scale,organism,3814339,374
1959,1: Scale,organism,3621589,496
1960,1: Scale,organism,3934513,482
1961,1: Scale,organism,4042372,468
1962,1: Scale,organism,4017454,482
1963,1: Scale,organism,4556693,418
1964,1: Scale,organism,5158453,545
1965,1: Scale,organism,5234257,507
1966,1: Scale,organism,5493607,622
1967,1: Scale,organism,6000525,417
1968,1: Scale,organism,6521402,645
1969,1: Scale,organism,7381164,538
1970,1: Scale,organism,7236804,543
1971,1: Scale,organism,7864657,557
1972,1: Scale,organism,7915372,535
1973,1: Scale,organism,8425604,824
1974,1: Scale,organism,8556640,496
1975,1: Scale,organism,9162777,584
1976,1: Scale,organism,9429413,607
1977,1: Scale,organism,10649032,672
1978,1: Scale,organism,10558723,679
1979,1: Scale,organism,10786566,750
1980,1: Scale,organism,11619305,703
1981,1: Scale,organism,12165346,693
1982,1: Scale,organism,12314218,730
1983,1: Scale,organism,12706096,787
1984,1: Scale,organism,13379542,694
1985,1: Scale,organism,14023196,733
1986,1: Scale,organism,13255908,754
1987,1: Scale,organism,14598709,646
1988,1: Scale,organism,15573940,882
1989,1: Scale,organism,15966033,1046
1990,1: Scale,organism,16534942,781
1991,1: Scale,organism,17585954,869
1992,1: Scale,organism,18582976,781
1993,1: Scale,organism,19158560,773
1994,1: Scale,organism,20273048,940
1995,1: Scale,organism,21582533,1042
1996,1: Scale,organism,23433482,1167
1997,1: Scale,organism,24142578,1404
1998,1: Scale,organism,26454637,867
1999,1: Scale,organism,26387547,1208
2000,1: Scale,organism,28146960,1178
2001,1: Scale,organism,30114953,1201
2002,1: Scale,organism,29304753,1186
2003,1: Scale,organism,30981377,1376
2004,1: Scale,organism,31953113,1424
2005,1: Scale,organism,34738168,1490
2006,1: Scale,organism,36837237,1766
2007,1: Scale,organism,36641945,1442
2008,1: Scale,organism,39330183,1660
2009,1: Scale,organism,40377665,1770
2010,1: Scale,organism,38030234,1743
2011,1: Scale,organism,39815988,1771
1920,1: Scale,population,1238345,59
1921,1: Scale,population,1161623,60
1922,1: Scale,population,1227253,158
1923,1: Scale,population,1410471,107
1924,1: Scale,population,1420599,58
1925,1: Scale,population,1665928,47
1926,1: Scale,population,1904958,109
1927,1: Scale,population,1785362,388
1928,1: Scale,population,1938784,219
1929,1: Scale,population,1953262,221
1930,1: Scale,population,2111981,269
1931,1: Scale,population,2434124,339
1932,1: Scale,population,2400513,850
1933,1: Scale,population,2136969,557
1934,1: Scale,population,2445175,537
1935,1: Scale,population,2536260,547
1936,1: Scale,population,2751507,651
1937,1: Scale,population,2976473,1059
1938,1: Scale,population,2886297,820
1939,1: Scale,population,2840157,1492
1940,1: Scale,population,3000307,1152
1941,1: Scale,population,2759525,1412
1942,1: Scale,population,2730695,789
1943,1: Scale,population,2367394,1174
1944,1: Scale,population,2209069,1193
1945,1: Scale,population,2185186,1229
1946,1: Scale,population,2461581,1290
1947,1: Scale,population,2615111,1416
1948,1: Scale,population,2631628,1637
1949,1: Scale,population,2804409,1661
1950,1: Scale,population,3153253,2179
1951,1: Scale,population,3011208,2305
1952,1: Scale,population,3139138,1882
1953,1: Scale,population,3184772,2494
1954,1: Scale,population,3649078,3027
1955,1: Scale,population,3555386,2959
1956,1: Scale,population,3699565,2626
1957,1: Scale,population,3689751,2761
1958,1: Scale,population,3814339,3308
1959,1: Scale,population,3621589,2408
1960,1: Scale,population,3934513,3950
1961,1: Scale,population,4042372,3752
1962,1: Scale,population,4017454,3228
1963,1: Scale,population,4556693,4598
1964,1: Scale,population,5158453,4081
1965,1: Scale,population,5234257,5093
1966,1: Scale,population,5493607,6419
1967,1: Scale,population,6000525,5706
1968,1: Scale,population,6521402,6002
1969,1: Scale,population,7381164,6771
1970,1: Scale,population,7236804,8287
1971,1: Scale,population,7864657,8795
1972,1: Scale,population,7915372,8422
1973,1: Scale,population,8425604,8226
1974,1: Scale,population,8556640,10520
1975,1: Scale,population,9162777,9760
1976,1: Scale,population,9429413,9971
1977,1: Scale,population,10649032,11346
1978,1: Scale,population,10558723,12188
1979,1: Scale,population,10786566,13962
1980,1: Scale,population,11619305,12965
1981,1: Scale,population,12165346,14579
1982,1: Scale,population,12314218,13400
1983,1: Scale,population,12706096,15104
1984,1: Scale,population,13379542,16499
1985,1: Scale,population,14023196,17590
1986,1: Scale,population,13255908,17155
1987,1: Scale,population,14598709,20651
1988,1: Scale,population,15573940,20393
1989,1: Scale,population,15966033,20222
1990,1: Scale,population,16534942,20759
1991,1: Scale,population,17585954,23594
1992,1: Scale,population,18582976,24612
1993,1: Scale,population,19158560,24367
1994,1: Scale,population,20273048,29113
1995,1: Scale,population,21582533,32396
1996,1: Scale,population,23433482,36678
1997,1: Scale,population,24142578,34544
1998,1: Scale,population,26454637,37812
1999,1: Scale,population,26387547,36756
2000,1: Scale,population,28146960,41083
2001,1: Scale,population,30114953,40187
2002,1: Scale,population,29304753,47342
2003,1: Scale,population,30981377,44647
2004,1: Scale,population,31953113,46752
2005,1: Scale,population,34738168,52763
2006,1: Scale,population,36837237,54856
2007,1: Scale,population,36641945,56281
2008,1: Scale,population,39330183,55489
2009,1: Scale,population,40377665,57427
2010,1: Scale,population,38030234,53287
2011,1: Scale,population,39815988,52167
1920,1: Scale,species,1238345,4504
1921,1: Scale,species,1161623,4016
1922,1: Scale,species,1227253,3899
1923,1: Scale,species,1410471,4235
1924,1: Scale,species,1420599,3985
1925,1: Scale,species,1665928,4984
1926,1: Scale,species,1904958,5579
1927,1: Scale,species,1785362,5268
1928,1: Scale,species,1938784,5318
1929,1: Scale,species,1953262,4525
1930,1: Scale,species,2111981,5183
1931,1: Scale,species,2434124,7527
1932,1: Scale,species,2400513,6469
1933,1: Scale,species,2136969,7120
1934,1: Scale,species,2445175,7387
1935,1: Scale,species,2536260,7677
1936,1: Scale,species,2751507,9128
1937,1: Scale,species,2976473,8757
1938,1: Scale,species,2886297,9679
1939,1: Scale,species,2840157,9667
1940,1: Scale,species,3000307,10393
1941,1: Scale,species,2759525,9976
1942,1: Scale,species,2730695,10290
1943,1: Scale,species,2367394,9110
1944,1: Scale,species,2209069,8548
1945,1: Scale,species,2185186,8489
1946,1: Scale,species,2461581,9105
1947,1: Scale,species,2615111,8711
1948,1: Scale,species,2631628,9406
1949,1: Scale,species,2804409,9923
1950,1: Scale,species,3153253,11779
1951,1: Scale,species,3011208,11804
1952,1: Scale,species,3139138,10709
1953,1: Scale,species,3184772,11591
1954,1: Scale,species,3649078,13329
1955,1: Scale,species,3555386,13908
1956,1: Scale,species,3699565,13571
1957,1: Scale,species,3689751,14558
1958,1: Scale,species,3814339,13814
1959,1: Scale,species,3621589,12354
1960,1: Scale,species,3934513,15020
1961,1: Scale,species,4042372,13010
1962,1: Scale,species,4017454,14120
1963,1: Scale,species,4556693,15327
1964,1: Scale,species,5158453,18546
1965,1: Scale,species,5234257,18412
1966,1: Scale,species,5493607,19904
1967,1: Scale,species,6000525,23903
1968,1: Scale,species,6521402,25880
1969,1: Scale,species,7381164,27961
1970,1: Scale,species,7236804,28333
1971,1: Scale,species,7864657,31141
1972,1: Scale,species,7915372,31019
1973,1: Scale,species,8425604,31704
1974,1: Scale,species,8556640,32098
1975,1: Scale,species,9162777,37779
1976,1: Scale,species,9429413,39086
1977,1: Scale,species,10649032,43575
1978,1: Scale,species,10558723,43049
1979,1: Scale,species,10786566,49553
1980,1: Scale,species,11619305,54518
1981,1: Scale,species,12165346,57836
1982,1: Scale,species,12314218,57096
1983,1: Scale,species,12706096,60627
1984,1: Scale,species,13379542,61136
1985,1: Scale,species,14023196,62146
1986,1: Scale,species,13255908,60495
1987,1: Scale,species,14598709,67139
1988,1: Scale,species,15573940,73733
1989,1: Scale,species,15966033,70440
1990,1: Scale,species,16534942,72285
1991,1: Scale,species,17585954,81782
1992,1: Scale,species,18582976,87257
1993,1: Scale,species,19158560,91174
1994,1: Scale,species,20273048,105775
1995,1: Scale,species,21582533,106432
1996,1: Scale,species,23433482,121755
1997,1: Scale,species,24142578,117058
1998,1: Scale,species,26454637,141739
1999,1: Scale,species,26387547,144985
2000,1: Scale,species,28146960,155210
2001,1: Scale,species,30114953,162665
2002,1: Scale,species,29304753,168192
2003,1: Scale,species,30981377,181429
2004,1: Scale,species,31953113,191130
2005,1: Scale,species,34738168,212430
2006,1: Scale,species,36837237,221067
2007,1: Scale,species,36641945,220407
2008,1: Scale,species,39330183,236053
2009,1: Scale,species,40377665,245106
2010,1: Scale,species,38030234,226277
2011,1: Scale,species,39815988,232709
1920,2: Scale without 'species',cell,1238345,2105
1921,2: Scale without 'species',cell,1161623,1361
1922,2: Scale without 'species',cell,1227253,1936
1923,2: Scale without 'species',cell,1410471,1891
1924,2: Scale without 'species',cell,1420599,1472
1925,2: Scale without 'species',cell,1665928,2059
1926,2: Scale without 'species',cell,1904958,3547
1927,2: Scale without 'species',cell,1785362,2779
1928,2: Scale without 'species',cell,1938784,2219
1929,2: Scale without 'species',cell,1953262,2703
1930,2: Scale without 'species',cell,2111981,3057
1931,2: Scale without 'species',cell,2434124,2346
1932,2: Scale without 'species',cell,2400513,3038
1933,2: Scale without 'species',cell,2136969,2273
1934,2: Scale without 'species',cell,2445175,2155
1935,2: Scale without 'species',cell,2536260,3631
1936,2: Scale without 'species',cell,2751507,3538
1937,2: Scale without 'species',cell,2976473,3326
1938,2: Scale without 'species',cell,2886297,3204
1939,2: Scale without 'species',cell,2840157,4147
1940,2: Scale without 'species',cell,3000307,3622
1941,2: Scale without 'species',cell,2759525,3460
1942,2: Scale without 'species',cell,2730695,3654
1943,2: Scale without 'species',cell,2367394,2741
1944,2: Scale without 'species',cell,2209069,2528
1945,2: Scale without 'species',cell,2185186,2031
1946,2: Scale without 'species',cell,2461581,2597
1947,2: Scale without 'species',cell,2615111,2215
1948,2: Scale without 'species',cell,2631628,2954
1949,2: Scale without 'species',cell,2804409,3268
1950,2: Scale without 'species',cell,3153253,3190
1951,2: Scale without 'species',cell,3011208,3263
1952,2: Scale without 'species',cell,3139138,3611
1953,2: Scale without 'species',cell,3184772,3491
1954,2: Scale without 'species',cell,3649078,3886
1955,2: Scale without 'species',cell,3555386,3807
1956,2: Scale without 'species',cell,3699565,4623
1957,2: Scale without 'species',cell,3689751,3594
1958,2: Scale without 'species',cell,3814339,3816
1959,2: Scale without 'species',cell,3621589,3740
1960,2: Scale without 'species',cell,3934513,5215
1961,2: Scale without 'species',cell,4042372,4533
1962,2: Scale without 'species',cell,4017454,5605
1963,2: Scale without 'species',cell,4556693,5179
1964,2: Scale without 'species',cell,5158453,5520
1965,2: Scale without 'species',cell,5234257,5883
1966,2: Scale without 'species',cell,5493607,6534
1967,2: Scale without 'species',cell,6000525,5634
1968,2: Scale without 'species',cell,6521402,6624
1969,2: Scale without 'species',cell,7381164,8588
1970,2: Scale without 'species',cell,7236804,8507
1971,2: Scale without 'species',cell,7864657,9392
1972,2: Scale without 'species',cell,7915372,8125
1973,2: Scale without 'species',cell,8425604,9370
1974,2: Scale without 'species',cell,8556640,9501
1975,2: Scale without 'species',cell,9162777,9336
1976,2: Scale without 'species',cell,9429413,10235
1977,2: Scale without 'species',cell,10649032,9579
1978,2: Scale without 'species',cell,10558723,9872
1979,2: Scale without 'species',cell,10786566,10034
1980,2: Scale without 'species',cell,11619305,11238
1981,2: Scale without 'species',cell,12165346,11419
1982,2: Scale without 'species',cell,12314218,11938
1983,2: Scale without 'species',cell,12706096,10586
1984,2: Scale without 'species',cell,13379542,12214
1985,2: Scale without 'species',cell,14023196,13287
1986,2: Scale without 'species',cell,13255908,11266
