year,panel,gram_canonical,total_words,total
1962,2: Threats to biodiversity,overpopulation,4017454,2
1963,2: Threats to biodiversity,overpopulation,4556693,4
1964,2: Threats to biodiversity,overpopulation,5158453,4
1965,2: Threats to biodiversity,overpopulation,5234257,7
1966,2: Threats to biodiversity,overpopulation,5493607,6
1967,2: Threats to biodiversity,overpopulation,6000525,8
1968,2: Threats to biodiversity,overpopulation,6521402,3
1969,2: Threats to biodiversity,overpopulation,7381164,34
1970,2: Threats to biodiversity,overpopulation,7236804,17
1971,2: Threats to biodiversity,overpopulation,7864657,14
1972,2: Threats to biodiversity,overpopulation,7915372,16
1973,2: Threats to biodiversity,overpopulation,8425604,5
1974,2: Threats to biodiversity,overpopulation,8556640,21
1975,2: Threats to biodiversity,overpopulation,9162777,16
1976,2: Threats to biodiversity,overpopulation,9429413,13
1977,2: Threats to biodiversity,overpopulation,10649032,15
1978,2: Threats to biodiversity,overpopulation,10558723,9
1979,2: Threats to biodiversity,overpopulation,10786566,13
1980,2: Threats to biodiversity,overpopulation,11619305,6
1981,2: Threats to biodiversity,overpopulation,12165346,8
1982,2: Threats to biodiversity,overpopulation,12314218,10
1983,2: Threats to biodiversity,overpopulation,12706096,13
1984,2: Threats to biodiversity,overpopulation,13379542,10
1985,2: Threats to biodiversity,overpopulation,14023196,33
1986,2: Threats to biodiversity,overpopulation,13255908,14
1987,2: Threats to biodiversity,overpopulation,14598709,11
1988,2: Threats to biodiversity,overpopulation,15573940,20
1989,2: Threats to biodiversity,overpopulation,15966033,8
1990,2: Threats to biodiversity,overpopulation,16534942,9
1991,2: Threats to biodiversity,overpopulation,17585954,37
1992,2: Threats to biodiversity,overpopulation,18582976,32
1993,2: Threats to biodiversity,overpopulation,19158560,23
1994,2: Threats to biodiversity,overpopulation,20273048,51
1995,2: Threats to biodiversity,overpopulation,21582533,48
1996,2: Threats to biodiversity,overpopulation,23433482,43
1997,2: Threats to biodiversity,overpopulation,24142578,47
1998,2: Threats to biodiversity,overpopulation,26454637,33
1999,2: Threats to biodiversity,overpopulation,26387547,42
2000,2: Threats to biodiversity,overpopulation,28146960,39
2001,2: Threats to biodiversity,overpopulation,30114953,41
2002,2: Threats to biodiversity,overpopulation,29304753,65
2003,2: Threats to biodiversity,overpopulation,30981377,78
2004,2: Threats to biodiversity,overpopulation,31953113,61
2005,2: Threats to biodiversity,overpopulation,34738168,44
2006,2: Threats to biodiversity,overpopulation,36837237,91
2007,2: Threats to biodiversity,overpopulation,36641945,51
2008,2: Threats to biodiversity,overpopulation,39330183,83
2009,2: Threats to biodiversity,overpopulation,40377665,78
2010,2: Threats to biodiversity,overpopulation,38030234,75
2011,2: Threats to biodiversity,overpopulation,39815988,91
2012,2: Threats to biodiversity,overpopulation,22192417,12
2013,2: Threats to biodiversity,overpopulation,23337453,36
2014,2: Threats to biodiversity,overpopulation,11261291,28
1920,2: Threats to biodiversity,pollution,1238345,35
1921,2: Threats to biodiversity,pollution,1161623,1
1922,2: Threats to biodiversity,pollution,1227253,9
1923,2: Threats to biodiversity,pollution,1410471,3
1925,2: Threats to biodiversity,pollution,1665928,1
1926,2: Threats to biodiversity,pollution,1904958,3
1927,2: Threats to biodiversity,pollution,1785362,7
1928,2: Threats to biodiversity,pollution,1938784,3
1929,2: Threats to biodiversity,pollution,1953262,14
1930,2: Threats to biodiversity,pollution,2111981,40
1931,2: Threats to biodiversity,pollution,2434124,45
1932,2: Threats to biodiversity,pollution,2400513,17
1933,2: Threats to biodiversity,pollution,2136969,35
1934,2: Threats to biodiversity,pollution,2445175,14
1935,2: Threats to biodiversity,pollution,2536260,5
1936,2: Threats to biodiversity,pollution,2751507,15
1937,2: Threats to biodiversity,pollution,2976473,38
1938,2: Threats to biodiversity,pollution,2886297,48
1939,2: Threats to biodiversity,pollution,2840157,3
1940,2: Threats to biodiversity,pollution,3000307,46
1941,2: Threats to biodiversity,pollution,2759525,26
1942,2: Threats to biodiversity,pollution,2730695,13
1943,2: Threats to biodiversity,pollution,2367394,26
1944,2: Threats to biodiversity,pollution,2209069,23
1945,2: Threats to biodiversity,pollution,2185186,7
1946,2: Threats to biodiversity,pollution,2461581,15
1947,2: Threats to biodiversity,pollution,2615111,23
1948,2: Threats to biodiversity,pollution,2631628,25
1949,2: Threats to biodiversity,pollution,2804409,40
1950,2: Threats to biodiversity,pollution,3153253,29
1951,2: Threats to biodiversity,pollution,3011208,25
1952,2: Threats to biodiversity,pollution,3139138,12
1953,2: Threats to biodiversity,pollution,3184772,8
1954,2: Threats to biodiversity,pollution,3649078,49
1955,2: Threats to biodiversity,pollution,3555386,44
1956,2: Threats to biodiversity,pollution,3699565,87
1957,2: Threats to biodiversity,pollution,3689751,47
1958,2: Threats to biodiversity,pollution,3814339,107
1959,2: Threats to biodiversity,pollution,3621589,67
1960,2: Threats to biodiversity,pollution,3934513,35
1961,2: Threats to biodiversity,pollution,4042372,73
1962,2: Threats to biodiversity,pollution,4017454,68
1963,2: Threats to biodiversity,pollution,4556693,66
1964,2: Threats to biodiversity,pollution,5158453,118
1965,2: Threats to biodiversity,pollution,5234257,151
1966,2: Threats to biodiversity,pollution,5493607,137
1967,2: Threats to biodiversity,pollution,6000525,117
1968,2: Threats to biodiversity,pollution,6521402,229
1969,2: Threats to biodiversity,pollution,7381164,374
1970,2: Threats to biodiversity,pollution,7236804,470
1971,2: Threats to biodiversity,pollution,7864657,647
1972,2: Threats to biodiversity,pollution,7915372,904
1973,2: Threats to biodiversity,pollution,8425604,624
1974,2: Threats to biodiversity,pollution,8556640,686
1975,2: Threats to biodiversity,pollution,9162777,736
1976,2: Threats to biodiversity,pollution,9429413,915
1977,2: Threats to biodiversity,pollution,10649032,1152
1978,2: Threats to biodiversity,pollution,10558723,658
1979,2: Threats to biodiversity,pollution,10786566,1231
1980,2: Threats to biodiversity,pollution,11619305,1082
1981,2: Threats to biodiversity,pollution,12165346,781
1982,2: Threats to biodiversity,pollution,12314218,1179
1983,2: Threats to biodiversity,pollution,12706096,579
1984,2: Threats to biodiversity,pollution,13379542,862
1985,2: Threats to biodiversity,pollution,14023196,912
1986,2: Threats to biodiversity,pollution,13255908,784
1987,2: Threats to biodiversity,pollution,14598709,1081
1988,2: Threats to biodiversity,pollution,15573940,1409
1989,2: Threats to biodiversity,pollution,15966033,1156
1990,2: Threats to biodiversity,pollution,16534942,1525
1991,2: Threats to biodiversity,pollution,17585954,1075
1992,2: Threats to biodiversity,pollution,18582976,1343
1993,2: Threats to biodiversity,pollution,19158560,1503
1994,2: Threats to biodiversity,pollution,20273048,1931
1995,2: Threats to biodiversity,pollution,21582533,1607
1996,2: Threats to biodiversity,pollution,23433482,1980
1997,2: Threats to biodiversity,pollution,24142578,1849
1998,2: Threats to biodiversity,pollution,26454637,2007
1999,2: Threats to biodiversity,pollution,26387547,1216
2000,2: Threats to biodiversity,pollution,28146960,1772
2001,2: Threats to biodiversity,pollution,30114953,1964
2002,2: Threats to biodiversity,pollution,29304753,1753
2003,2: Threats to biodiversity,pollution,30981377,1764
2004,2: Threats to biodiversity,pollution,31953113,1672
2005,2: Threats to biodiversity,pollution,34738168,1765
2006,2: Threats to biodiversity,pollution,36837237,1927
2007,2: Threats to biodiversity,pollution,36641945,1786
2008,2: Threats to biodiversity,pollution,39330183,2145
2009,2: Threats to biodiversity,pollution,40377665,2020
2010,2: Threats to biodiversity,pollution,38030234,1925
2011,2: Threats to biodiversity,pollution,39815988,1997
1920,3: Climate change impacts,bleaching,1238345,2
1921,3: Climate change impacts,bleaching,1161623,4
1922,3: Climate change impacts,bleaching,1227253,1
1923,3: Climate change impacts,bleaching,1410471,2
1924,3: Climate change impacts,bleaching,1420599,1
1925,3: Climate change impacts,bleaching,1665928,3
1926,3: Climate change impacts,bleaching,1904958,11
1927,3: Climate change impacts,bleaching,1785362,9
1928,3: Climate change impacts,bleaching,1938784,6
1929,3: Climate change impacts,bleaching,1953262,24
1930,3: Climate change impacts,bleaching,2111981,16
1931,3: Climate change impacts,bleaching,2434124,20
1932,3: Climate change impacts,bleaching,2400513,2
1933,3: Climate change impacts,bleaching,2136969,14
1934,3: Climate change impacts,bleaching,2445175,11
1935,3: Climate change impacts,bleaching,2536260,7
1936,3: Climate change impacts,bleaching,2751507,19
1937,3: Climate change impacts,bleaching,2976473,2
1938,3: Climate change impacts,bleaching,2886297,3
1939,3: Climate change impacts,bleaching,2840157,18
1940,3: Climate change impacts,bleaching,3000307,9
1941,3: Climate change impacts,bleaching,2759525,12
1942,3: Climate change impacts,bleaching,2730695,12
1943,3: Climate change impacts,bleaching,2367394,1
1944,3: Climate change impacts,bleaching,2209069,3
1945,3: Climate change impacts,bleaching,2185186,5
1946,3: Climate change impacts,bleaching,2461581,8
1947,3: Climate change impacts,bleaching,2615111,9
1948,3: Climate change impacts,bleaching,2631628,1
1949,3: Climate change impacts,bleaching,2804409,12
1950,3: Climate change impacts,bleaching,3153253,14
1951,3: Climate change impacts,bleaching,3011208,9
1952,3: Climate change impacts,bleaching,3139138,7
1953,3: Climate change impacts,bleaching,3184772,6
1954,3: Climate change impacts,bleaching,3649078,5
1955,3: Climate change impacts,bleaching,3555386,2
1956,3: Climate change impacts,bleaching,3699565,11
1957,3: Climate change impacts,bleaching,3689751,4
1958,3: Climate change impacts,bleaching,3814339,28
1959,3: Climate change impacts,bleaching,3621589,41
1960,3: Climate change impacts,bleaching,3934513,12
1961,3: Climate change impacts,bleaching,4042372,30
1962,3: Climate change impacts,bleaching,4017454,18
1963,3: Climate change impacts,bleaching,4556693,8
1964,3: Climate change impacts,bleaching,5158453,6
1965,3: Climate change impacts,bleaching,5234257,67
1966,3: Climate change impacts,bleaching,5493607,33
1967,3: Climate change impacts,bleaching,6000525,15
1968,3: Climate change impacts,bleaching,6521402,25
1969,3: Climate change impacts,bleaching,7381164,5
1970,3: Climate change impacts,bleaching,7236804,17
1971,3: Climate change impacts,bleaching,7864657,16
1972,3: Climate change impacts,bleaching,7915372,22
1973,3: Climate change impacts,bleaching,8425604,14
1974,3: Climate change impacts,bleaching,8556640,14
1975,3: Climate change impacts,bleaching,9162777,52
1976,3: Climate change impacts,bleaching,9429413,34
1977,3: Climate change impacts,bleaching,10649032,73
1978,3: Climate change impacts,bleaching,10558723,23
1979,3: Climate change impacts,bleaching,10786566,19
1980,3: Climate change impacts,bleaching,11619305,49
1981,3: Climate change impacts,bleaching,12165346,30
1982,3: Climate change impacts,bleaching,12314218,11
1983,3: Climate change impacts,bleaching,12706096,98
1984,3: Climate change impacts,bleaching,13379542,24
1985,3: Climate change impacts,bleaching,14023196,30
1986,3: Climate change impacts,bleaching,13255908,18
1987,3: Climate change impacts,bleaching,14598709,45
1988,3: Climate change impacts,bleaching,15573940,121
1989,3: Climate change impacts,bleaching,15966033,82
1990,3: Climate change impacts,bleaching,16534942,60
1991,3: Climate change impacts,bleaching,17585954,47
1992,3: Climate change impacts,bleaching,18582976,315
1993,3: Climate change impacts,bleaching,19158560,120
1994,3: Climate change impacts,bleaching,20273048,170
1995,3: Climate change impacts,bleaching,21582533,134
1996,3: Climate change impacts,bleaching,23433482,49
1997,3: Climate change impacts,bleaching,24142578,127
1998,3: Climate change impacts,bleaching,26454637,84
1999,3: Climate change impacts,bleaching,26387547,297
2000,3: Climate change impacts,bleaching,28146960,355
2001,3: Climate change impacts,bleaching,30114953,168
2002,3: Climate change impacts,bleaching,29304753,270
2003,3: Climate change impacts,bleaching,30981377,447
2004,3: Climate change impacts,bleaching,31953113,158
2005,3: Climate change impacts,bleaching,34738168,134
2006,3: Climate change impacts,bleaching,36837237,232
2007,3: Climate change impacts,bleaching,36641945,533
2008,3: Climate change impacts,bleaching,39330183,689
2009,3: Climate change impacts,bleaching,40377665,1017
2010,3: Climate change impacts,bleaching,38030234,475
2011,3: Climate change impacts,bleaching,39815988,487
1945,3: Climate change impacts,climate extremes,2185186,1
1947,3: Climate change impacts,climate extremes,2615111,1
1953,3: Climate change impacts,climate extremes,3184772,1
1956,3: Climate change impacts,climate extremes,3699565,1
1957,3: Climate change impacts,climate extremes,3689751,1
1959,3: Climate change impacts,climate extremes,3621589,2
1962,3: Climate change impacts,climate extremes,4017454,1
1963,3: Climate change impacts,climate extremes,4556693,4
1968,3: Climate change impacts,climate extremes,6521402,1
1970,3: Climate change impacts,climate extremes,7236804,3
1972,3: Climate change impacts,climate extremes,7915372,3
1974,3: Climate change impacts,climate extremes,8556640,3
1975,3: Climate change impacts,climate extremes,9162777,1
1976,3: Climate change impacts,climate extremes,9429413,1
1978,3: Climate change impacts,climate extremes,10558723,2
1979,3: Climate change impacts,climate extremes,10786566,2
1980,3: Climate change impacts,climate extremes,11619305,7
1981,3: Climate change impacts,climate extremes,12165346,2
1983,3: Climate change impacts,climate extremes,12706096,1
1984,3: Climate change impacts,climate extremes,13379542,2
1985,3: Climate change impacts,climate extremes,14023196,4
1986,3: Climate change impacts,climate extremes,13255908,1
1987,3: Climate change impacts,climate extremes,14598709,2
1988,3: Climate change impacts,climate extremes,15573940,3
1989,3: Climate change impacts,climate extremes,15966033,3
1990,3: Climate change impacts,climate extremes,16534942,7
1991,3: Climate change impacts,climate extremes,17585954,13
1992,3: Climate change impacts,climate extremes,18582976,7
1993,3: Climate change impacts,climate extremes,19158560,13
1994,3: Climate change impacts,climate extremes,20273048,4
1995,3: Climate change impacts,climate extremes,21582533,14
1996,3: Climate change impacts,climate extremes,23433482,8
1997,3: Climate change impacts,climate extremes,24142578,17
1998,3: Climate change impacts,climate extremes,26454637,31
1999,3: Climate change impacts,climate extremes,26387547,22
2000,3: Climate change impacts,climate extremes,28146960,16
2001,3: Climate change impacts,climate extremes,30114953,38
2002,3: Climate change impacts,climate extremes,29304753,27
2003,3: Climate change impacts,climate extremes,30981377,43
2004,3: Climate change impacts,climate extremes,31953113,62
2005,3: Climate change impacts,climate extremes,34738168,84
2006,3: Climate change impacts,climate extremes,36837237,103
2007,3: Climate change impacts,climate extremes,36641945,125
2008,3: Climate change impacts,climate extremes,39330183,160
2009,3: Climate change impacts,climate extremes,40377665,114
2010,3: Climate change impacts,climate extremes,38030234,177
2011,3: Climate change impacts,climate extremes,39815988,324
2012,3: Climate change impacts,climate extremes,22192417,115
2013,3: Climate change impacts,climate extremes,23337453,111
2014,3: Climate change impacts,climate extremes,11261291,55
1975,3: Climate change impacts,global warming,9162777,1
1981,3: Climate change impacts,global warming,12165346,9
1982,3: Climate change impacts,global warming,12314218,1
1983,3: Climate change impacts,global warming,12706096,2
1984,3: Climate change impacts,global warming,13379542,6
1985,3: Climate change impacts,global warming,14023196,13
1986,3: Climate change impacts,global warming,13255908,8
1987,3: Climate change impacts,global warming,14598709,12
1988,3: Climate change impacts,global warming,15573940,15
1989,3: Climate change impacts,global warming,15966033,46
1990,3: Climate change impacts,global warming,16534942,109
1991,3: Climate change impacts,global warming,17585954,193
1992,3: Climate change impacts,global warming,18582976,225
1993,3: Climate change impacts,global warming,19158560,276
1994,3: Climate change impacts,global warming,20273048,245
1995,3: Climate change impacts,global warming,21582533,370
1996,3: Climate change impacts,global warming,23433482,242
1997,3: Climate change impacts,global warming,24142578,275
1998,3: Climate change impacts,global warming,26454637,321
1999,3: Climate change impacts,global warming,26387547,286
2000,3: Climate change impacts,global warming,28146960,346
2001,3: Climate change impacts,global warming,30114953,436
2002,3: Climate change impacts,global warming,29304753,388
2003,3: Climate change impacts,global warming,30981377,485
2004,3: Climate change impacts,global warming,31953113,644
2005,3: Climate change impacts,global warming,34738168,692
2006,3: Climate change impacts,global warming,36837237,663
2007,3: Climate change impacts,global warming,36641945,733
2008,3: Climate change impacts,global warming,39330183,1074
2009,3: Climate change impacts,global warming,40377665,1001
2010,3: Climate change impacts,global warming,38030234,1239
2011,3: Climate change impacts,global warming,39815988,884
1998,3: Climate change impacts,ocean acidification,26454637,1
2006,3: Climate change impacts,ocean acidification,36837237,4
2007,3: Climate change impacts,ocean acidification,36641945,23
2008,3: Climate change impacts,ocean acidification,39330183,98
2009,3: Climate change impacts,ocean acidification,40377665,146
2010,3: Climate change impacts,ocean acidification,38030234,260
2011,3: Climate change impacts,ocean acidification,39815988,146
1920,3: Climate change impacts,ozone,1238345,1
1921,3: Climate change impacts,ozone,1161623,1
1925,3: Climate change impacts,ozone,1665928,2
1927,3: Climate change impacts,ozone,1785362,10
1928,3: Climate change impacts,ozone,1938784,7
1929,3: Climate change impacts,ozone,1953262,3
1933,3: Climate change impacts,ozone,2136969,4
1934,3: Climate change impacts,ozone,2445175,1
1935,3: Climate change impacts,ozone,2536260,2
1936,3: Climate change impacts,ozone,2751507,4
1937,3: Climate change impacts,ozone,2976473,19
1938,3: Climate change impacts,ozone,2886297,4
1940,3: Climate change impacts,ozone,3000307,3
1941,3: Climate change impacts,ozone,2759525,1
1942,3: Climate change impacts,ozone,2730695,1
1943,3: Climate change impacts,ozone,2367394,3
1944,3: Climate change impacts,ozone,2209069,3
1947,3: Climate change impacts,ozone,2615111,2
1948,3: Climate change impacts,ozone,2631628,1
1950,3: Climate change impacts,ozone,3153253,3
1951,3: Climate change impacts,ozone,3011208,13
1952,3: Climate change impacts,ozone,3139138,2
1953,3: Climate change impacts,ozone,3184772,2
1954,3: Climate change impacts,ozone,3649078,3
1955,3: Climate change impacts,ozone,3555386,31
1956,3: Climate change impacts,ozone,3699565,29
1958,3: Climate change impacts,ozone,3814339,2
1960,3: Climate change impacts,ozone,3934513,1
1961,3: Climate change impacts,ozone,4042372,6
1962,3: Climate change impacts,ozone,4017454,8
1963,3: Climate change impacts,ozone,4556693,6
1964,3: Climate change impacts,ozone,5158453,2
1965,3: Climate change impacts,ozone,5234257,14
1966,3: Climate change impacts,ozone,5493607,8
1967,3: Climate change impacts,ozone,6000525,8
1968,3: Climate change impacts,ozone,6521402,44
1969,3: Climate change impacts,ozone,7381164,3
1970,3: Climate change impacts,ozone,7236804,7
1971,3: Climate change impacts,ozone,7864657,187
1972,3: Climate change impacts,ozone,7915372,206
1973,3: Climate change impacts,ozone,8425604,129
1974,3: Climate change impacts,ozone,8556640,325
1975,3: Climate change impacts,ozone,9162777,100
1976,3: Climate change impacts,ozone,9429413,87
1977,3: Climate change impacts,ozone,10649032,446
1978,3: Climate change impacts,ozone,10558723,117
1979,3: Climate change impacts,ozone,10786566,119
1980,3: Climate change impacts,ozone,11619305,267
1981,3: Climate change impacts,ozone,12165346,270
1982,3: Climate change impacts,ozone,12314218,354
1983,3: Climate change impacts,ozone,12706096,147
1984,3: Climate change impacts,ozone,13379542,587
1985,3: Climate change impacts,ozone,14023196,229
1986,3: Climate change impacts,ozone,13255908,150
1987,3: Climate change impacts,ozone,14598709,249
1988,3: Climate change impacts,ozone,15573940,595
1989,3: Climate change impacts,ozone,15966033,734
1990,3: Climate change impacts,ozone,16534942,2088
1991,3: Climate change impacts,ozone,17585954,1554
1992,3: Climate change impacts,ozone,18582976,1904
1993,3: Climate change impacts,ozone,19158560,1487
1994,3: Climate change impacts,ozone,20273048,1612
1995,3: Climate change impacts,ozone,21582533,3002
1996,3: Climate change impacts,ozone,23433482,1247
1997,3: Climate change impacts,ozone,24142578,2441
1998,3: Climate change impacts,ozone,26454637,2536
1999,3: Climate change impacts,ozone,26387547,1695
2000,3: Climate change impacts,ozone,28146960,1285
2001,3: Climate change impacts,ozone,30114953,1881
2002,3: Climate change impacts,ozone,29304753,1381
2003,3: Climate change impacts,ozone,30981377,1123
2004,3: Climate change impacts,ozone,31953113,1052
2005,3: Climate change impacts,ozone,34738168,1248
2006,3: Climate change impacts,ozone,36837237,887
2007,3: Climate change impacts,ozone,36641945,1011
2008,3: Climate change impacts,ozone,39330183,531
2009,3: Climate change impacts,ozone,40377665,1718
2010,3: Climate change impacts,ozone,38030234,428
2011,3: Climate change impacts,ozone,39815988,467
1945,3: Climate change impacts,range shifts,2185186,1
1950,3: Climate change impacts,range shifts,3153253,1
1955,3: Climate change impacts,range shifts,3555386,2
1960,3: Climate change impacts,range shifts,3934513,3
1964,3: Climate change impacts,range shifts,5158453,1
1966,3: Climate change impacts,range shifts,5493607,4
1967,3: Climate change impacts,range shifts,6000525,1
1969,3: Climate change impacts,range shifts,7381164,4
1970,3: Climate change impacts,range shifts,7236804,3
1972,3: Climate change impacts,range shifts,7915372,2
1975,3: Climate change impacts,range shifts,9162777,1
1976,3: Climate change impacts,range shifts,9429413,1
1977,3: Climate change impacts,range shifts,10649032,5
1978,3: Climate change impacts,range shifts,10558723,3
1979,3: Climate change impacts,range shifts,10786566,1
1980,3: Climate change impacts,range shifts,11619305,2
1981,3: Climate change impacts,range shifts,12165346,13
1982,3: Climate change impacts,range shifts,12314218,3
1983,3: Climate change impacts,range shifts,12706096,2
1984,3: Climate change impacts,range shifts,13379542,3
1985,3: Climate change impacts,range shifts,14023196,5
1986,3: Climate change impacts,range shifts,13255908,18
1987,3: Climate change impacts,range shifts,14598709,6
1988,3: Climate change impacts,range shifts,15573940,3
1989,3: Climate change impacts,range shifts,15966033,4
1990,3: Climate change impacts,range shifts,16534942,12
1991,3: Climate change impacts,range shifts,17585954,10
1992,3: Climate change impacts,range shifts,18582976,8
1993,3: Climate change impacts,range shifts,19158560,2
1994,3: Climate change impacts,range shifts,20273048,9
1995,3: Climate change impacts,range shifts,21582533,25
1996,3: Climate change impacts,range shifts,23433482,33
1997,3: Climate change impacts,range shifts,24142578,19
1998,3: Climate change impacts,range shifts,26454637,36
1999,3: Climate change impacts,range shifts,26387547,24
2000,3: Climate change impacts,range shifts,28146960,59
2001,3: Climate change impacts,range shifts,30114953,31
2002,3: Climate change impacts,range shifts,29304753,62
2003,3: Climate change impacts,range shifts,30981377,69
2004,3: Climate change impacts,range shifts,31953113,104
2005,3: Climate change impacts,range shifts,34738168,227
2006,3: Climate change impacts,range shifts,36837237,249
2007,3: Climate change impacts,range shifts,36641945,203
2008,3: Climate change impacts,range shifts,39330183,254
2009,3: Climate change impacts,range shifts,40377665,470
2010,3: Climate change impacts,range shifts,38030234,724
2011,3: Climate change impacts,range shifts,39815988,486
1965,3: Climate change impacts,regime shift,5234257,1
1980,3: Climate change impacts,regime shift,11619305,1
1986,3: Climate change impacts,regime shift,13255908,1
1995,3: Climate change impacts,regime shift,21582533,2
1996,3: Climate change impacts,regime shift,23433482,1
1997,3: Climate change impacts,regime shift,24142578,3
1998,3: Climate change impacts,regime shift,26454637,26
1999,3: Climate change impacts,regime shift,26387547,13
2000,3: Climate change impacts,regime shift,28146960,9
2001,3: Climate change impacts,regime shift,30114953,29
2002,3: Climate change impacts,regime shift,29304753,23
2003,3: Climate change impacts,regime shift,30981377,151
2004,3: Climate change impacts,regime shift,31953113,68
2005,3: Climate change impacts,regime shift,34738168,219
2006,3: Climate change impacts,regime shift,36837237,131
2007,3: Climate change impacts,regime shift,36641945,222
2008,3: Climate change impacts,regime shift,39330183,366
2009,3: Climate change impacts,regime shift,40377665,829
2010,3: Climate change impacts,regime shift,38030234,340
2011,3: Climate change impacts,regime shift,39815988,373
1952,3: Climate change impacts,sea level rise,3139138,2
1955,3: Climate change impacts,sea level rise,3555386,1
1960,3: Climate change impacts,sea level rise,3934513,2
1963,3: Climate change impacts,sea level rise,4556693,2
1964,3: Climate change impacts,sea level rise,5158453,4
1965,3: Climate change impacts,sea level rise,5234257,5
1967,3: Climate change impacts,sea level rise,6000525,6
1968,3: Climate change impacts,sea level rise,6521402,1
1969,3: Climate change impacts,sea level rise,7381164,13
1970,3: Climate change impacts,sea level rise,7236804,1
1971,3: Climate change impacts,sea level rise,7864657,2
1972,3: Climate change impacts,sea level rise,7915372,8
1973,3: Climate change impacts,sea level rise,8425604,8
1974,3: Climate change impacts,sea level rise,8556640,2
1975,3: Climate change impacts,sea level rise,9162777,5
1976,3: Climate change impacts,sea level rise,9429413,7
1977,3: Climate change impacts,sea level rise,10649032,3
1978,3: Climate change impacts,sea level rise,10558723,6
1979,3: Climate change impacts,sea level rise,10786566,10
1980,3: Climate change impacts,sea level rise,11619305,13
1981,3: Climate change impacts,sea level rise,12165346,1
1982,3: Climate change impacts,sea level rise,12314218,3
1984,3: Climate change impacts,sea level rise,13379542,8
1985,3: Climate change impacts,sea level rise,14023196,53
1986,3: Climate change impacts,sea level rise,13255908,121
1987,3: Climate change impacts,sea level rise,14598709,56
1988,3: Climate change impacts,sea level rise,15573940,191
1989,3: Climate change impacts,sea level rise,15966033,242
1990,3: Climate change impacts,sea level rise,16534942,189
1991,3: Climate change impacts,sea level rise,17585954,443
1992,3: Climate change impacts,sea level rise,18582976,360
1993,3: Climate change impacts,sea level rise,19158560,478
1994,3: Climate change impacts,sea level rise,20273048,557
1995,3: Climate change impacts,sea level rise,21582533,2131
1996,3: Climate change impacts,sea level rise,23433482,314
1997,3: Climate change impacts,sea level rise,24142578,1036
1998,3: Climate change impacts,sea level rise,26454637,507
1999,3: Climate change impacts,sea level rise,26387547,505
2000,3: Climate change impacts,sea level rise,28146960,335
2001,3: Climate change impacts,sea level rise,30114953,658
2002,3: Climate change impacts,sea level rise,29304753,350
2003,3: Climate change impacts,sea level rise,30981377,395
2004,3: Climate change impacts,sea level rise,31953113,668
2005,3: Climate change impacts,sea level rise,34738168,536
2006,3: Climate change impacts,sea level rise,36837237,720
2007,3: Climate change impacts,sea level rise,36641945,569
2008,3: Climate change impacts,sea level rise,39330183,1197
2009,3: Climate change impacts,sea level rise,40377665,1057
2010,3: Climate change impacts,sea level rise,38030234,924
2011,3: Climate change impacts,sea level rise,39815988,1055
2012,3: Climate change impacts,sea level rise,22192417,1107
2013,3: Climate change impacts,sea level rise,23337453,1912
2014,3: Climate change impacts,sea level rise,11261291,1184
1920,4: Consequences to species/landscapes,deforestation,1238345,1
1923,4: Consequences to species/landscapes,deforestation,1410471,1
1928,4: Consequences to species/landscapes,deforestation,1938784,3
1929,4: Consequences to species/landscapes,deforestation,1953262,3
1930,4: Consequences to species/landscapes,deforestation,2111981,1
1932,4: Consequences to species/landscapes,deforestation,2400513,1
1935,4: Consequences to species/landscapes,deforestation,2536260,1
1936,4: Consequences to species/landscapes,deforestation,2751507,2
1937,4: Consequences to species/landscapes,deforestation,2976473,2
1938,4: Consequences to species/landscapes,deforestation,2886297,3
1939,4: Consequences to species/landscapes,deforestation,2840157,1
1940,4: Consequences to species/landscapes,deforestation,3000307,1
1941,4: Consequences to species/landscapes,deforestation,2759525,2
1943,4: Consequences to species/landscapes,deforestation,2367394,1
1945,4: Consequences to species/landscapes,deforestation,2185186,1
1947,4: Consequences to species/landscapes,deforestation,2615111,5
1948,4: Consequences to species/landscapes,deforestation,2631628,5
1949,4: Consequences to species/landscapes,deforestation,2804409,1
1950,4: Consequences to species/landscapes,deforestation,3153253,2
1951,4: Consequences to species/landscapes,deforestation,3011208,6
1952,4: Consequences to species/landscapes,deforestation,3139138,7
1953,4: Consequences to species/landscapes,deforestation,3184772,6
1954,4: Consequences to species/landscapes,deforestation,3649078,4
1956,4: Consequences to species/landscapes,deforestation,3699565,19
1957,4: Consequences to species/landscapes,deforestation,3689751,7
1959,4: Consequences to species/landscapes,deforestation,3621589,2
1960,4: Consequences to species/landscapes,deforestation,3934513,2
1961,4: Consequences to species/landscapes,deforestation,4042372,8
1962,4: Consequences to species/landscapes,deforestation,4017454,3
1963,4: Consequences to species/landscapes,deforestation,4556693,2
1964,4: Consequences to species/landscapes,deforestation,5158453,25
1965,4: Consequences to species/landscapes,deforestation,5234257,10
1966,4: Consequences to species/landscapes,deforestation,5493607,2
1967,4: Consequences to species/landscapes,deforestation,6000525,4
1968,4: Consequences to species/landscapes,deforestation,6521402,10
1969,4: Consequences to species/landscapes,deforestation,7381164,7
1970,4: Consequences to species/landscapes,deforestation,7236804,52
1971,4: Consequences to species/landscapes,deforestation,7864657,15
