year,panel,gram_canonical,total_words,total
1996,3: Species interactions,competition,15100715,6753
1997,3: Species interactions,competition,15395967,7189
1998,3: Species interactions,competition,16912010,7027
1999,3: Species interactions,competition,16924957,7396
2000,3: Species interactions,competition,18064233,7937
2001,3: Species interactions,competition,19322097,9030
2002,3: Species interactions,competition,18790584,8919
2003,3: Species interactions,competition,20408258,7441
2004,3: Species interactions,competition,20858212,8646
2005,3: Species interactions,competition,21777074,8333
2006,3: Species interactions,competition,23460538,7866
2007,3: Species interactions,competition,23407699,9113
2008,3: Species interactions,competition,26392520,9590
2009,3: Species interactions,competition,26767306,9195
2010,3: Species interactions,competition,23931224,8237
2011,3: Species interactions,competition,24867009,7732
1922,3: Species interactions,facilitation,536084,2
1925,3: Species interactions,facilitation,860483,3
1927,3: Species interactions,facilitation,797713,10
1928,3: Species interactions,facilitation,889702,1
1929,3: Species interactions,facilitation,880254,12
1930,3: Species interactions,facilitation,940855,1
1931,3: Species interactions,facilitation,1279796,66
1933,3: Species interactions,facilitation,898679,2
1935,3: Species interactions,facilitation,1180563,9
1937,3: Species interactions,facilitation,1333413,21
1938,3: Species interactions,facilitation,1096306,1
1939,3: Species interactions,facilitation,977570,19
1940,3: Species interactions,facilitation,1030652,1
1941,3: Species interactions,facilitation,870866,12
1942,3: Species interactions,facilitation,923110,4
1943,3: Species interactions,facilitation,781624,4
1945,3: Species interactions,facilitation,695500,1
1946,3: Species interactions,facilitation,906932,23
1947,3: Species interactions,facilitation,1034692,1
1950,3: Species interactions,facilitation,1257239,7
1951,3: Species interactions,facilitation,1272147,33
1952,3: Species interactions,facilitation,1338935,25
1953,3: Species interactions,facilitation,1246757,11
1954,3: Species interactions,facilitation,1348685,1
1955,3: Species interactions,facilitation,1510331,25
1956,3: Species interactions,facilitation,1486176,29
1957,3: Species interactions,facilitation,1535449,25
1958,3: Species interactions,facilitation,1709098,19
1959,3: Species interactions,facilitation,1586959,24
1960,3: Species interactions,facilitation,1782508,17
1961,3: Species interactions,facilitation,1765657,19
1962,3: Species interactions,facilitation,1753664,5
1963,3: Species interactions,facilitation,1844840,26
1964,3: Species interactions,facilitation,2285016,13
1965,3: Species interactions,facilitation,2366519,25
1966,3: Species interactions,facilitation,2646845,9
1967,3: Species interactions,facilitation,2436421,30
1968,3: Species interactions,facilitation,2817575,6
1969,3: Species interactions,facilitation,3165729,19
1970,3: Species interactions,facilitation,3398488,7
1971,3: Species interactions,facilitation,3876617,41
1972,3: Species interactions,facilitation,3861897,8
1973,3: Species interactions,facilitation,3944110,81
1974,3: Species interactions,facilitation,4327880,22
1975,3: Species interactions,facilitation,4926792,88
1976,3: Species interactions,facilitation,4851135,38
1977,3: Species interactions,facilitation,5986495,55
1978,3: Species interactions,facilitation,5653233,38
1979,3: Species interactions,facilitation,5693994,42
1980,3: Species interactions,facilitation,6331998,90
1981,3: Species interactions,facilitation,6748054,67
1982,3: Species interactions,facilitation,6661455,92
1983,3: Species interactions,facilitation,7131449,109
1984,3: Species interactions,facilitation,7405435,66
1985,3: Species interactions,facilitation,7790280,104
1986,3: Species interactions,facilitation,7205017,149
1987,3: Species interactions,facilitation,8232279,168
1988,3: Species interactions,facilitation,9127375,116
1989,3: Species interactions,facilitation,9187930,101
1990,3: Species interactions,facilitation,9827250,141
1991,3: Species interactions,facilitation,10692126,247
1992,3: Species interactions,facilitation,11532841,134
1993,3: Species interactions,facilitation,11863228,158
1994,3: Species interactions,facilitation,12424547,206
1995,3: Species interactions,facilitation,13968243,164
1996,3: Species interactions,facilitation,15100715,256
1997,3: Species interactions,facilitation,15395967,300
1998,3: Species interactions,facilitation,16912010,277
1999,3: Species interactions,facilitation,16924957,267
2000,3: Species interactions,facilitation,18064233,320
2001,3: Species interactions,facilitation,19322097,426
2002,3: Species interactions,facilitation,18790584,523
2003,3: Species interactions,facilitation,20408258,559
2004,3: Species interactions,facilitation,20858212,632
2005,3: Species interactions,facilitation,21777074,758
2006,3: Species interactions,facilitation,23460538,1071
2007,3: Species interactions,facilitation,23407699,901
2008,3: Species interactions,facilitation,26392520,1233
2009,3: Species interactions,facilitation,26767306,1048
2010,3: Species interactions,facilitation,23931224,874
2011,3: Species interactions,facilitation,24867009,857
1921,3: Species interactions,mutualism,589125,2
1937,3: Species interactions,mutualism,1333413,2
1938,3: Species interactions,mutualism,1096306,1
1949,3: Species interactions,mutualism,949573,1
1952,3: Species interactions,mutualism,1338935,1
1954,3: Species interactions,mutualism,1348685,2
1956,3: Species interactions,mutualism,1486176,2
1957,3: Species interactions,mutualism,1535449,1
1958,3: Species interactions,mutualism,1709098,5
1960,3: Species interactions,mutualism,1782508,8
1963,3: Species interactions,mutualism,1844840,1
1966,3: Species interactions,mutualism,2646845,6
1967,3: Species interactions,mutualism,2436421,2
1968,3: Species interactions,mutualism,2817575,1
1969,3: Species interactions,mutualism,3165729,4
1970,3: Species interactions,mutualism,3398488,3
1971,3: Species interactions,mutualism,3876617,3
1972,3: Species interactions,mutualism,3861897,6
1973,3: Species interactions,mutualism,3944110,32
1974,3: Species interactions,mutualism,4327880,10
1975,3: Species interactions,mutualism,4926792,51
1976,3: Species interactions,mutualism,4851135,13
1977,3: Species interactions,mutualism,5986495,16
1978,3: Species interactions,mutualism,5653233,61
1979,3: Species interactions,mutualism,5693994,113
1980,3: Species interactions,mutualism,6331998,133
1981,3: Species interactions,mutualism,6748054,294
1982,3: Species interactions,mutualism,6661455,272
1983,3: Species interactions,mutualism,7131449,147
1984,3: Species interactions,mutualism,7405435,249
1985,3: Species interactions,mutualism,7790280,105
1986,3: Species interactions,mutualism,7205017,130
1987,3: Species interactions,mutualism,8232279,140
1988,3: Species interactions,mutualism,9127375,199
1989,3: Species interactions,mutualism,9187930,185
1990,3: Species interactions,mutualism,9827250,153
1991,3: Species interactions,mutualism,10692126,185
1992,3: Species interactions,mutualism,11532841,257
1993,3: Species interactions,mutualism,11863228,215
1994,3: Species interactions,mutualism,12424547,191
1995,3: Species interactions,mutualism,13968243,187
1996,3: Species interactions,mutualism,15100715,440
1997,3: Species interactions,mutualism,15395967,416
1998,3: Species interactions,mutualism,16912010,534
1999,3: Species interactions,mutualism,16924957,498
2000,3: Species interactions,mutualism,18064233,559
2001,3: Species interactions,mutualism,19322097,580
2002,3: Species interactions,mutualism,18790584,523
2003,3: Species interactions,mutualism,20408258,728
2004,3: Species interactions,mutualism,20858212,667
2005,3: Species interactions,mutualism,21777074,550
2006,3: Species interactions,mutualism,23460538,624
2007,3: Species interactions,mutualism,23407699,809
2008,3: Species interactions,mutualism,26392520,718
2009,3: Species interactions,mutualism,26767306,785
2010,3: Species interactions,mutualism,23931224,890
2011,3: Species interactions,mutualism,24867009,651
1920,3: Species interactions,parasitism,630090,9
1921,3: Species interactions,parasitism,589125,59
1922,3: Species interactions,parasitism,536084,16
1923,3: Species interactions,parasitism,711435,13
1924,3: Species interactions,parasitism,684937,18
1925,3: Species interactions,parasitism,860483,31
1926,3: Species interactions,parasitism,824677,10
1927,3: Species interactions,parasitism,797713,5
1928,3: Species interactions,parasitism,889702,24
1929,3: Species interactions,parasitism,880254,2
1930,3: Species interactions,parasitism,940855,14
1931,3: Species interactions,parasitism,1279796,2
1932,3: Species interactions,parasitism,1186501,8
1933,3: Species interactions,parasitism,898679,17
1934,3: Species interactions,parasitism,1224182,38
1935,3: Species interactions,parasitism,1180563,27
1936,3: Species interactions,parasitism,1205270,38
1937,3: Species interactions,parasitism,1333413,30
1938,3: Species interactions,parasitism,1096306,44
1939,3: Species interactions,parasitism,977570,9
1940,3: Species interactions,parasitism,1030652,42
1941,3: Species interactions,parasitism,870866,3
1942,3: Species interactions,parasitism,923110,12
1943,3: Species interactions,parasitism,781624,38
1945,3: Species interactions,parasitism,695500,9
1946,3: Species interactions,parasitism,906932,1
1947,3: Species interactions,parasitism,1034692,18
1948,3: Species interactions,parasitism,906817,10
1949,3: Species interactions,parasitism,949573,17
1950,3: Species interactions,parasitism,1257239,37
1951,3: Species interactions,parasitism,1272147,18
1952,3: Species interactions,parasitism,1338935,14
1953,3: Species interactions,parasitism,1246757,30
1954,3: Species interactions,parasitism,1348685,14
1955,3: Species interactions,parasitism,1510331,27
1956,3: Species interactions,parasitism,1486176,18
1957,3: Species interactions,parasitism,1535449,26
1958,3: Species interactions,parasitism,1709098,18
1959,3: Species interactions,parasitism,1586959,223
1960,3: Species interactions,parasitism,1782508,82
1961,3: Species interactions,parasitism,1765657,88
1962,3: Species interactions,parasitism,1753664,29
1963,3: Species interactions,parasitism,1844840,56
1964,3: Species interactions,parasitism,2285016,28
1965,3: Species interactions,parasitism,2366519,74
1966,3: Species interactions,parasitism,2646845,57
1967,3: Species interactions,parasitism,2436421,54
1968,3: Species interactions,parasitism,2817575,63
1969,3: Species interactions,parasitism,3165729,81
1970,3: Species interactions,parasitism,3398488,55
1971,3: Species interactions,parasitism,3876617,89
1972,3: Species interactions,parasitism,3861897,74
1973,3: Species interactions,parasitism,3944110,70
1974,3: Species interactions,parasitism,4327880,77
1975,3: Species interactions,parasitism,4926792,107
1976,3: Species interactions,parasitism,4851135,72
1977,3: Species interactions,parasitism,5986495,239
1978,3: Species interactions,parasitism,5653233,69
1979,3: Species interactions,parasitism,5693994,189
1980,3: Species interactions,parasitism,6331998,208
1981,3: Species interactions,parasitism,6748054,225
1982,3: Species interactions,parasitism,6661455,199
1983,3: Species interactions,parasitism,7131449,211
1984,3: Species interactions,parasitism,7405435,267
1985,3: Species interactions,parasitism,7790280,457
1986,3: Species interactions,parasitism,7205017,548
1987,3: Species interactions,parasitism,8232279,559
1988,3: Species interactions,parasitism,9127375,658
1989,3: Species interactions,parasitism,9187930,492
1990,3: Species interactions,parasitism,9827250,882
1991,3: Species interactions,parasitism,10692126,750
1992,3: Species interactions,parasitism,11532841,827
1993,3: Species interactions,parasitism,11863228,984
1994,3: Species interactions,parasitism,12424547,855
1995,3: Species interactions,parasitism,13968243,1054
1996,3: Species interactions,parasitism,15100715,1432
1997,3: Species interactions,parasitism,15395967,1070
1998,3: Species interactions,parasitism,16912010,1557
1999,3: Species interactions,parasitism,16924957,1389
2000,3: Species interactions,parasitism,18064233,1717
2001,3: Species interactions,parasitism,19322097,1668
2002,3: Species interactions,parasitism,18790584,1790
2003,3: Species interactions,parasitism,20408258,1855
2004,3: Species interactions,parasitism,20858212,1164
2005,3: Species interactions,parasitism,21777074,1655
2006,3: Species interactions,parasitism,23460538,1533
2007,3: Species interactions,parasitism,23407699,1261
2008,3: Species interactions,parasitism,26392520,1582
2009,3: Species interactions,parasitism,26767306,1345
2010,3: Species interactions,parasitism,23931224,1064
2011,3: Species interactions,parasitism,24867009,1242
1934,3: Species interactions,predation,1224182,47
1935,3: Species interactions,predation,1180563,2
1937,3: Species interactions,predation,1333413,10
1938,3: Species interactions,predation,1096306,11
1939,3: Species interactions,predation,977570,11
1940,3: Species interactions,predation,1030652,12
1941,3: Species interactions,predation,870866,14
1942,3: Species interactions,predation,923110,21
1943,3: Species interactions,predation,781624,37
1944,3: Species interactions,predation,802533,14
1945,3: Species interactions,predation,695500,75
1946,3: Species interactions,predation,906932,27
1947,3: Species interactions,predation,1034692,22
1948,3: Species interactions,predation,906817,14
1949,3: Species interactions,predation,949573,25
1950,3: Species interactions,predation,1257239,23
1951,3: Species interactions,predation,1272147,74
1952,3: Species interactions,predation,1338935,54
1953,3: Species interactions,predation,1246757,16
1954,3: Species interactions,predation,1348685,70
1955,3: Species interactions,predation,1510331,86
1956,3: Species interactions,predation,1486176,43
1957,3: Species interactions,predation,1535449,60
1958,3: Species interactions,predation,1709098,94
1959,3: Species interactions,predation,1586959,70
1960,3: Species interactions,predation,1782508,160
1961,3: Species interactions,predation,1765657,243
1962,3: Species interactions,predation,1753664,85
1963,3: Species interactions,predation,1844840,145
1964,3: Species interactions,predation,2285016,134
1965,3: Species interactions,predation,2366519,167
1966,3: Species interactions,predation,2646845,352
1967,3: Species interactions,predation,2436421,360
1968,3: Species interactions,predation,2817575,332
1969,3: Species interactions,predation,3165729,399
1970,3: Species interactions,predation,3398488,537
1971,3: Species interactions,predation,3876617,594
1972,3: Species interactions,predation,3861897,606
1973,3: Species interactions,predation,3944110,680
1974,3: Species interactions,predation,4327880,992
1975,3: Species interactions,predation,4926792,1083
1976,3: Species interactions,predation,4851135,1145
1977,3: Species interactions,predation,5986495,1488
1978,3: Species interactions,predation,5653233,1380
1979,3: Species interactions,predation,5693994,1790
1980,3: Species interactions,predation,6331998,1622
1981,3: Species interactions,predation,6748054,1963
1982,3: Species interactions,predation,6661455,2035
1983,3: Species interactions,predation,7131449,2541
1984,3: Species interactions,predation,7405435,3417
1985,3: Species interactions,predation,7790280,3133
1986,3: Species interactions,predation,7205017,2660
1987,3: Species interactions,predation,8232279,3816
1988,3: Species interactions,predation,9127375,3920
1989,3: Species interactions,predation,9187930,4111
1990,3: Species interactions,predation,9827250,3519
1991,3: Species interactions,predation,10692126,3901
1992,3: Species interactions,predation,11532841,3931
1993,3: Species interactions,predation,11863228,4878
1994,3: Species interactions,predation,12424547,4592
1995,3: Species interactions,predation,13968243,4414
1996,3: Species interactions,predation,15100715,5850
1997,3: Species interactions,predation,15395967,6545
1998,3: Species interactions,predation,16912010,6932
1999,3: Species interactions,predation,16924957,7447
2000,3: Species interactions,predation,18064233,7455
2001,3: Species interactions,predation,19322097,7414
2002,3: Species interactions,predation,18790584,8060
2003,3: Species interactions,predation,20408258,7968
2004,3: Species interactions,predation,20858212,10054
2005,3: Species interactions,predation,21777074,6701
2006,3: Species interactions,predation,23460538,5872
2007,3: Species interactions,predation,23407699,5932
2008,3: Species interactions,predation,26392520,4573
2009,3: Species interactions,predation,26767306,4751
2010,3: Species interactions,predation,23931224,3461
2011,3: Species interactions,predation,24867009,3422
1920,4: Metrics,abundance,630090,46
1921,4: Metrics,abundance,589125,68
1922,4: Metrics,abundance,536084,58
1923,4: Metrics,abundance,711435,83
1924,4: Metrics,abundance,684937,61
1925,4: Metrics,abundance,860483,101
1926,4: Metrics,abundance,824677,128
1927,4: Metrics,abundance,797713,123
1928,4: Metrics,abundance,889702,106
1929,4: Metrics,abundance,880254,127
1930,4: Metrics,abundance,940855,268
1931,4: Metrics,abundance,1279796,183
1932,4: Metrics,abundance,1186501,191
1933,4: Metrics,abundance,898679,185
1934,4: Metrics,abundance,1224182,360
1935,4: Metrics,abundance,1180563,253
1936,4: Metrics,abundance,1205270,233
1937,4: Metrics,abundance,1333413,315
1938,4: Metrics,abundance,1096306,290
1939,4: Metrics,abundance,977570,185
1940,4: Metrics,abundance,1030652,260
1941,4: Metrics,abundance,870866,190
1942,4: Metrics,abundance,923110,153
1943,4: Metrics,abundance,781624,394
1944,4: Metrics,abundance,802533,369
1945,4: Metrics,abundance,695500,332
1946,4: Metrics,abundance,906932,214
1947,4: Metrics,abundance,1034692,203
1948,4: Metrics,abundance,906817,304
1949,4: Metrics,abundance,949573,246
1950,4: Metrics,abundance,1257239,414
1951,4: Metrics,abundance,1272147,296
1952,4: Metrics,abundance,1338935,238
1953,4: Metrics,abundance,1246757,316
1954,4: Metrics,abundance,1348685,243
1955,4: Metrics,abundance,1510331,282
1956,4: Metrics,abundance,1486176,267
1957,4: Metrics,abundance,1535449,278
1958,4: Metrics,abundance,1709098,262
1959,4: Metrics,abundance,1586959,358
1960,4: Metrics,abundance,1782508,459
1961,4: Metrics,abundance,1765657,348
1962,4: Metrics,abundance,1753664,459
1963,4: Metrics,abundance,1844840,379
1964,4: Metrics,abundance,2285016,513
1965,4: Metrics,abundance,2366519,508
1966,4: Metrics,abundance,2646845,433
1967,4: Metrics,abundance,2436421,569
1968,4: Metrics,abundance,2817575,746
1969,4: Metrics,abundance,3165729,877
1970,4: Metrics,abundance,3398488,718
1971,4: Metrics,abundance,3876617,686
1972,4: Metrics,abundance,3861897,1047
1973,4: Metrics,abundance,3944110,1017
1974,4: Metrics,abundance,4327880,1095
1975,4: Metrics,abundance,4926792,1048
1976,4: Metrics,abundance,4851135,1347
1977,4: Metrics,abundance,5986495,1666
1978,4: Metrics,abundance,5653233,1759
1979,4: Metrics,abundance,5693994,1961
1980,4: Metrics,abundance,6331998,2335
1981,4: Metrics,abundance,6748054,2861
1982,4: Metrics,abundance,6661455,3076
1983,4: Metrics,abundance,7131449,3284
1984,4: Metrics,abundance,7405435,3658
1985,4: Metrics,abundance,7790280,3091
1986,4: Metrics,abundance,7205017,3007
1987,4: Metrics,abundance,8232279,4281
1988,4: Metrics,abundance,9127375,3916
1989,4: Metrics,abundance,9187930,3657
1990,4: Metrics,abundance,9827250,4302
1991,4: Metrics,abundance,10692126,4475
1992,4: Metrics,abundance,11532841,5174
1993,4: Metrics,abundance,11863228,5079
1994,4: Metrics,abundance,12424547,6114
1995,4: Metrics,abundance,13968243,6738
1996,4: Metrics,abundance,15100715,8490
1997,4: Metrics,abundance,15395967,9105
1998,4: Metrics,abundance,16912010,9299
1999,4: Metrics,abundance,16924957,10477
2000,4: Metrics,abundance,18064233,12989
2001,4: Metrics,abundance,19322097,12667
2002,4: Metrics,abundance,18790584,13953
2003,4: Metrics,abundance,20408258,14142
2004,4: Metrics,abundance,20858212,13968
2005,4: Metrics,abundance,21777074,14564
2006,4: Metrics,abundance,23460538,16916
2007,4: Metrics,abundance,23407699,18339
2008,4: Metrics,abundance,26392520,19005
2009,4: Metrics,abundance,26767306,17906
2010,4: Metrics,abundance,23931224,16312
2011,4: Metrics,abundance,24867009,18277
1920,4: Metrics,diversity,630090,23
1921,4: Metrics,diversity,589125,13
1922,4: Metrics,diversity,536084,11
1923,4: Metrics,diversity,711435,23
1924,4: Metrics,diversity,684937,6
1925,4: Metrics,diversity,860483,12
1926,4: Metrics,diversity,824677,10
1927,4: Metrics,diversity,797713,14
1928,4: Metrics,diversity,889702,16
1929,4: Metrics,diversity,880254,19
1930,4: Metrics,diversity,940855,18
1931,4: Metrics,diversity,1279796,26
1932,4: Metrics,diversity,1186501,30
1933,4: Metrics,diversity,898679,31
1934,4: Metrics,diversity,1224182,25
1935,4: Metrics,diversity,1180563,18
1936,4: Metrics,diversity,1205270,18
1937,4: Metrics,diversity,1333413,23
1938,4: Metrics,diversity,1096306,24
1939,4: Metrics,diversity,977570,28
1940,4: Metrics,diversity,1030652,17
1941,4: Metrics,diversity,870866,18
1942,4: Metrics,diversity,923110,38
1943,4: Metrics,diversity,781624,16
1944,4: Metrics,diversity,802533,37
1945,4: Metrics,diversity,695500,13
1946,4: Metrics,diversity,906932,23
1947,4: Metrics,diversity,1034692,40
1948,4: Metrics,diversity,906817,19
1949,4: Metrics,diversity,949573,10
1950,4: Metrics,diversity,1257239,43
1951,4: Metrics,diversity,1272147,36
1952,4: Metrics,diversity,1338935,109
1953,4: Metrics,diversity,1246757,57
1954,4: Metrics,diversity,1348685,20
1955,4: Metrics,diversity,1510331,58
1956,4: Metrics,diversity,1486176,87
1957,4: Metrics,diversity,1535449,57
1958,4: Metrics,diversity,1709098,38
1959,4: Metrics,diversity,1586959,102
1960,4: Metrics,diversity,1782508,168
1961,4: Metrics,diversity,1765657,133
1962,4: Metrics,diversity,1753664,136
1963,4: Metrics,diversity,1844840,162
1964,4: Metrics,diversity,2285016,309
1965,4: Metrics,diversity,2366519,157
1966,4: Metrics,diversity,2646845,440
1967,4: Metrics,diversity,2436421,732
1968,4: Metrics,diversity,2817575,977
1969,4: Metrics,diversity,3165729,810
1970,4: Metrics,diversity,3398488,625
1971,4: Metrics,diversity,3876617,1426
1972,4: Metrics,diversity,3861897,1408
1973,4: Metrics,diversity,3944110,1322
1974,4: Metrics,diversity,4327880,1565
1975,4: Metrics,diversity,4926792,1735
1976,4: Metrics,diversity,4851135,2149
1977,4: Metrics,diversity,5986495,2259
1978,4: Metrics,diversity,5653233,2140
1979,4: Metrics,diversity,5693994,2180
1980,4: Metrics,diversity,6331998,2429
1981,4: Metrics,diversity,6748054,2713
1982,4: Metrics,diversity,6661455,2133
1983,4: Metrics,diversity,7131449,2883
1984,4: Metrics,diversity,7405435,2395
1985,4: Metrics,diversity,7790280,2715
1986,4: Metrics,diversity,7205017,2087
1987,4: Metrics,diversity,8232279,2795
1988,4: Metrics,diversity,9127375,3167
1989,4: Metrics,diversity,9187930,3022
1990,4: Metrics,diversity,9827250,3136
1991,4: Metrics,diversity,10692126,3643
1992,4: Metrics,diversity,11532841,5320
1993,4: Metrics,diversity,11863228,4166
1994,4: Metrics,diversity,12424547,6631
1995,4: Metrics,diversity,13968243,6086
1996,4: Metrics,diversity,15100715,8080
1997,4: Metrics,diversity,15395967,7395
1998,4: Metrics,diversity,16912010,10194
1999,4: Metrics,diversity,16924957,11904
2000,4: Metrics,diversity,18064233,11434
2001,4: Metrics,diversity,19322097,13720
2002,4: Metrics,diversity,18790584,13335
2003,4: Metrics,diversity,20408258,17066
2004,4: Metrics,diversity,20858212,18088
2005,4: Metrics,diversity,21777074,21037
2006,4: Metrics,diversity,23460538,22925
2007,4: Metrics,diversity,23407699,24156
2008,4: Metrics,diversity,26392520,26741
2009,4: Metrics,diversity,26767306,27719
2010,4: Metrics,diversity,23931224,25009
2011,4: Metrics,diversity,24867009,27171
1920,4: Metrics,evenness,630090,1
1921,4: Metrics,evenness,589125,1
1923,4: Metrics,evenness,711435,1
1925,4: Metrics,evenness,860483,1
1927,4: Metrics,evenness,797713,1
1928,4: Metrics,evenness,889702,1
1929,4: Metrics,evenness,880254,3
1933,4: Metrics,evenness,898679,1
1935,4: Metrics,evenness,1180563,1
1936,4: Metrics,evenness,1205270,1
1941,4: Metrics,evenness,870866,1
1942,4: Metrics,evenness,923110,1
1949,4: Metrics,evenness,949573,1
1950,4: Metrics,evenness,1257239,2
1951,4: Metrics,evenness,1272147,1
1953,4: Metrics,evenness,1246757,1
1955,4: Metrics,evenness,1510331,1
1957,4: Metrics,evenness,1535449,2
1958,4: Metrics,evenness,1709098,1
1959,4: Metrics,evenness,1586959,1
1961,4: Metrics,evenness,1765657,1
1962,4: Metrics,evenness,1753664,1
1968,4: Metrics,evenness,2817575,6
1969,4: Metrics,evenness,3165729,7
1970,4: Metrics,evenness,3398488,4
1971,4: Metrics,evenness,3876617,46
1972,4: Metrics,evenness,3861897,58
1973,4: Metrics,evenness,3944110,68
1974,4: Metrics,evenness,4327880,111
1975,4: Metrics,evenness,4926792,131
1976,4: Metrics,evenness,4851135,114
1977,4: Metrics,evenness,5986495,103
1978,4: Metrics,evenness,5653233,94
1979,4: Metrics,evenness,5693994,82
1980,4: Metrics,evenness,6331998,93
1981,4: Metrics,evenness,6748054,200
1982,4: Metrics,evenness,6661455,125
1983,4: Metrics,evenness,7131449,214
1984,4: Metrics,evenness,7405435,71
1985,4: Metrics,evenness,7790280,118
1986,4: Metrics,evenness,7205017,99
1987,4: Metrics,evenness,8232279,74
1988,4: Metrics,evenness,9127375,72
1989,4: Metrics,evenness,9187930,222
1990,4: Metrics,evenness,9827250,89
1991,4: Metrics,evenness,10692126,68
1992,4: Metrics,evenness,11532841,197
1993,4: Metrics,evenness,11863228,102
1994,4: Metrics,evenness,12424547,203
1995,4: Metrics,evenness,13968243,207
1996,4: Metrics,evenness,15100715,356
1997,4: Metrics,evenness,15395967,122
1998,4: Metrics,evenness,16912010,312
1999,4: Metrics,evenness,16924957,292
2000,4: Metrics,evenness,18064233,471
2001,4: Metrics,evenness,19322097,557
2002,4: Metrics,evenness,18790584,381
2003,4: Metrics,evenness,20408258,547
2004,4: Metrics,evenness,20858212,735
2005,4: Metrics,evenness,21777074,902
2006,4: Metrics,evenness,23460538,821
2007,4: Metrics,evenness,23407699,756
2008,4: Metrics,evenness,26392520,997
2009,4: Metrics,evenness,26767306,703
2010,4: Metrics,evenness,23931224,855
2011,4: Metrics,evenness,24867009,781
1920,4: Metrics,richness,630090,1
1921,4: Metrics,richness,589125,3
1923,4: Metrics,richness,711435,1
1924,4: Metrics,richness,684937,6
1925,4: Metrics,richness,860483,4
1926,4: Metrics,richness,824677,1
1927,4: Metrics,richness,797713,2
1928,4: Metrics,richness,889702,2
1929,4: Metrics,richness,880254,2
1930,4: Metrics,richness,940855,2
1931,4: Metrics,richness,1279796,2
1932,4: Metrics,richness,1186501,1
1933,4: Metrics,richness,898679,1
1934,4: Metrics,richness,1224182,3
1935,4: Metrics,richness,1180563,5
1936,4: Metrics,richness,1205270,3
1937,4: Metrics,richness,1333413,1
1938,4: Metrics,richness,1096306,3
1939,4: Metrics,richness,977570,4
1940,4: Metrics,richness,1030652,22
1941,4: Metrics,richness,870866,2
1942,4: Metrics,richness,923110,3
1943,4: Metrics,richness,781624,2
1944,4: Metrics,richness,802533,3
1945,4: Metrics,richness,695500,5
1947,4: Metrics,richness,1034692,2
1948,4: Metrics,richness,906817,4
1949,4: Metrics,richness,949573,1
1950,4: Metrics,richness,1257239,2
1951,4: Metrics,richness,1272147,1
1952,4: Metrics,richness,1338935,14
1953,4: Metrics,richness,1246757,2
1954,4: Metrics,richness,1348685,4
1955,4: Metrics,richness,1510331,12
1956,4: Metrics,richness,1486176,7
1957,4: Metrics,richness,1535449,6
1958,4: Metrics,richness,1709098,8
1959,4: Metrics,richness,1586959,1
1960,4: Metrics,richness,1782508,10
1961,4: Metrics,richness,1765657,5
1962,4: Metrics,richness,1753664,11
1963,4: Metrics,richness,1844840,5
1964,4: Metrics,richness,2285016,13
1965,4: Metrics,richness,2366519,9
1966,4: Metrics,richness,2646845,25
1967,4: Metrics,richness,2436421,30
1968,4: Metrics,richness,2817575,14
1969,4: Metrics,richness,3165729,40
1970,4: Metrics,richness,3398488,15
1971,4: Metrics,richness,3876617,101
1972,4: Metrics,richness,3861897,72
1973,4: Metrics,richness,3944110,104
1974,4: Metrics,richness,4327880,254
1975,4: Metrics,richness,4926792,311
1976,4: Metrics,richness,4851135,258
1977,4: Metrics,richness,5986495,259
1978,4: Metrics,richness,5653233,309
1979,4: Metrics,richness,5693994,480
1980,4: Metrics,richness,6331998,416
1981,4: Metrics,richness,6748054,711
1982,4: Metrics,richness,6661455,586
1983,4: Metrics,richness,7131449,726
1984,4: Metrics,richness,7405435,623
1985,4: Metrics,richness,7790280,1049
1986,4: Metrics,richness,7205017,723
1987,4: Metrics,richness,8232279,925
1988,4: Metrics,richness,9127375,1127
1989,4: Metrics,richness,9187930,1011
1990,4: Metrics,richness,9827250,1148
1991,4: Metrics,richness,10692126,1348
1992,4: Metrics,richness,11532841,2027
1993,4: Metrics,richness,11863228,1903
1994,4: Metrics,richness,12424547,2971
1995,4: Metrics,richness,13968243,2443
1996,4: Metrics,richness,15100715,4456
1997,4: Metrics,richness,15395967,4027
1998,4: Metrics,richness,16912010,6657
1999,4: Metrics,richness,16924957,7077
2000,4: Metrics,richness,18064233,8119
2001,4: Metrics,richness,19322097,9390
2002,4: Metrics,richness,18790584,10294
2003,4: Metrics,richness,20408258,12226
2004,4: Metrics,richness,20858212,12190
2005,4: Metrics,richness,21777074,15052
2006,4: Metrics,richness,23460538,17102
2007,4: Metrics,richness,23407699,18019
2008,4: Metrics,richness,26392520,17595
2009,4: Metrics,richness,26767306,17539
2010,4: Metrics,richness,23931224,14444
2011,4: Metrics,richness,24867009,13844
1953,5: Hypotheses,balance ...,1246757,12
1956,5: Hypotheses,balance ...,1486176,1
1958,5: Hypotheses,balance ...,1709098,1
1971,5: Hypotheses,balance ...,3876617,5
1976,5: Hypotheses,balance ...,4851135,2
1978,5: Hypotheses,balance ...,5653233,1
1979,5: Hypotheses,balance ...,5693994,1
1982,5: Hypotheses,balance ...,6661455,2
1984,5: Hypotheses,balance ...,7405435,1
1985,5: Hypotheses,balance ...,7790280,2
1986,5: Hypotheses,balance ...,7205017,2
1987,5: Hypotheses,balance ...,8232279,1
1988,5: Hypotheses,balance ...,9127375,9
